01;417323
02;534485
03;370089
04;118935
05;105136
06;880814
07;267969
08;302786
09;135734
10;289479
11;280591
12;278866
13;1724697
14;589262
15;163169
16;341019
17;513306
18;319978
19;241821
2A;108603
2B;131572
21;473614
22;538947
23;140016
24;377522
25;477255
26;389188
27;461781
28;362551
29;828751
30;529561
31;823829
32;174455
33;1127934
34;704605
35;749767
36;243394
37;505728
38;935878
39;243155
40;297331
41;296247
42;740193
43;206365
44;994268
45;535226
46;154547
47;298306
48;74440
49;674424
50;465897
51;543437
52;210786
53;271728
54;717456
55;200479
56;590987
57;1007743
58;240022
59;2520997
60;660878
61;295564
62;1412454
63;594863
64;555363
65;227857
66;334176
67;915559
68;650476
69;1446563
70;232067
71;572425
72;505000
73;323454
74;493389
75;2180321
76;1194367
77;885081
78;1194604
79;342977
80;544777
81;339477
82;190551
83;707522
84;426884
85;482520
86;371412
87;355688
88;396533
89;311002
90;132142
91;987371
92;1389403
93;1324843
94;1193389
95;919604
