01;435630
02;534807
03;367448
04;123199
05;107937
06;908669
07;273006
08;301099
09;136941
10;290852
11;286222
12;277977
13;1735763
14;603222
15;160980
16;340838
17;517881
18;321465
19;240928
2A;112243
2B;132212
21;481032
22;538673
23;136606
24;382433
25;484211
26;400848
27;480661
28;375792
29;832037
30;551539
31;862844
32;174398
33;1159515
34;745875
35;766672
36;241933
37;515973
38;964615
39;245014
40;303533
41;300307
42;743120
43;206892
44;1017477
45;552255
46;156031
47;301520
48;74117
49;689343
50;471799
51;551665
52;210183
53;275184
54;722396
55;199691
56;601103
57;1010567
58;237473
59;2515778
60;685776
61;297470
62;1423131
63;597009
64;562433
65;228426
66;344785
67;928939
68;656899
69;1458071
70;232165
71;567158
72;509764
73;328615
74;521671
75;2165978
76;1205579
77;943671
78;1231093
79;343429
80;547445
81;341806
82;194123
83;744583
84;440770
85;494691
86;374608
87;358018
88;391658
89;315527
90;133470
91;1014761
92;1386245
93;1340275
94;1198807
95;958030
