01;588853
02;539870
03;343046
04;159450
05;135836
06;1079100
07;313578
08;283296
09;151117
10;303298
11;353980
12;277048
13;1967299
14;680908
15;148380
16;351563
17;616607
18;311022
19;243352
2A;141330
2B;164344
21;524144
22;587519
23;123584
24;412082
25;525276
26;482984
27;582822
28;425502
29;893914
30;701883
31;1230820
32;187181
33;1434661
34;1031974
35;977449
36;232268
37;588420
38;1197038
39;261277
40;379341
41;327868
42;746115
43;223122
44;1266358
45;653510
46;173562
47;329697
48;77163
49;780082
50;497762
51;566145
52;185214
53;305147
54;731019
55;194003
56;716182
57;1044898
58;220199
59;2571940
60;801512
61;292210
62;1461257
63;629416
64;650356
65;229670
66;445890
67;1094439
68;748614
69;1708671
70;239194
71;554720
72;561050
73;411007
74;725794
75;2234105
76;1250120
77;1313414
78;1407560
79;366339
80;569775
81;374018
82;239291
83;1007303
84;540065
85;626411
86;426066
87;374849
88;380192
89;343377
90;142461
91;1208004
92;1561745
93;1515983
94;1318537
95;1168892
971;401554
972;396404
973;224469
974;816364
