01;652437
02;529132
03;333659
04;164843
05;141651
06;1080815
07;326485
08;268178
09;152750
10;310063
11;371822
12;278703
13;2031409
14;692463
15;143592
16;349643
17;646194
18;299060
19;240870
2A;160760
2B;180794
21;533307
22;597327
23;117071
24;410151
25;539508
26;517703
27;601388
28;430911
29;907331
30;747151
31;1388447
32;190354
33;1617189
34;1166070
35;1074841
36;218810
37;605840
38;1263351
39;258611
40;410346
41;329276
42;764233
43;227082
44;1423365
45;681361
46;173521
47;331202
48;76401
49;815111
50;492733
51;565322
52;171401
53;306083
54;731615
55;183633
56;754221
57;1038692
58;202115
59;2594456
60;824981
61;279304
62;1457843
63;658243
64;681157
65;227417
66;477522
67;1130370
68;763774
69;1865534
70;234401
71;550004
72;562220
73;432181
74;821382
75;2160928
76;1247452
77;1417171
78;1445318
79;373100
80;571025
81;387854
82;261197
83;1068920
84;560767
85;680621
86;437355
87;372040
88;362243
89;334302
90;141085
91;1311863
92;1612763
93;1654892
94;1400072
95;1241800
971;381294
972;363484
973;283539
974;857961
976;269471
