01;482557
02;537755
03;355195
04;132739
05;114917
06;989251
07;279438
08;294625
09;136870
10;290731
11;301045
12;268535
13;1777351
14;625079
15;157220
16;342242
17;533431
18;321042
19;236942
2A;119076
2B;132622
21;497563
22;537254
23;129648
24;387066
25;488956
26;419445
27;522477
28;401323
29;838457
30;593423
31;955129
32;174102
33;1233378
34;817317
35;812305
36;236467
37;534700
38;1035067
39;249821
40;315261
41;308482
42;744283
43;206639
44;1068983
45;591029
46;156980
47;304994
48;72390
49;710269
50;479408
51;560409
52;202052
53;278701
54;713614
55;195676
56;623457
57;1013534
58;231731
59;2536843
60;739642
61;293314
62;1434353
63;598348
64;583349
65;224823
66;369657
67;968879
68;679085
69;1530190
70;228657
71;557729
72;516652
73;355281
74;586783
75;2139928
76;1230968
77;1115222
78;1326185
79;345831
80;548885
81;342264
82;202930
83;837166
84;475239
85;515620
86;384083
87;354331
88;384768
89;326242
90;134892
91;1105974
92;1394910
93;1384908
94;1218450
95;1067699
971;357482
972;361420
973;121469
974;620333
