01;528195
02;536626
03;344551
04;143574
05;123873
06;1026455
07;291079
08;289041
09;139388
10;294310
11;317549
12;266369
13;1860948
14;654684
15;150457
16;341959
17;567617
18;314636
19;234567
2A;123185
2B;146088
21;509714
22;549503
23;124095
24;392493
25;503929
26;445862
27;548502
28;411292
29;860540
30;638166
31;1082140
32;174681
33;1314667
34;921521
35;887423
36;231681
37;561151
38;1113017
39;252840
40;336470
41;317783
42;732528
43;211774
44;1160239
45;625235
46;162680
47;309679
48;74348
49;742072
50;484848
51;565535
52;192992
53;289124
54;717358
55;193019
56;656858
57;1027458
58;224569
59;2555959
60;773713
61;292868
62;1445183
63;609162
64;609605
65;223930
66;402045
67;1040521
68;715557
69;1601972
70;231413
71;546312
72;536156
73;380731
74;648493
75;2137442
76;1240904
77;1214294
78;1365015
79;348599
80;558420
81;348900
82;211134
83;921032
84;508497
85;554088
86;403958
87;357134
88;380956
89;335056
90;138513
91;1151521
92;1457738
93;1411789
94;1246724
95;1118301
971;390672
972;386542
973;168614
974;729010
