01;626127
02;539783
03;343062
04;161588
05;139883
06;1083312
07;322381
08;279715
09;152574
10;308094
11;365478
12;278644
13;2006069
14;691670
15;146618
16;353853
17;637089
18;310270
19;241340
2A;151652
2B;172560
21;531380
22;597397
23;120581
24;416350
25;534710
26;499159
27;598347
28;433762
29;905855
30;736029
31;1317668
32;190625
33;1526016
34;1107398
35;1032240
36;226175
37;603924
38;1243597
39;260681
40;400477
41;333567
42;757305
43;226565
44;1346592
45;669737
46;173648
47;333234
48;76360
49;805888
50;499958
51;570817
52;180673
53;307471
54;732153
55;191530
56;741051
57;1045154
58;213569
59;2603472
60;818680
61;287750
62;1472589
63;644216
64;667249
65;228950
66;466327
67;1112815
68;760134
69;1801885
70;238347
71;555788
72;568760
73;426924
74;783127
75;2220445
76;1257920
77;1377846
78;1421670
79;373553
80;571632
81;384474
82;252578
83;1038212
84;554374
85;662122
86;433203
87;376199
88;373560
89;341814
90;144334
91;1268228
92;1597770
93;1571028
94;1365039
95;1205539
971;400186
972;383911
973;252338
974;842767
976;223713
