01;495127
02;538324
03;351058
04;136392
05;117530
06;998702
07;281487
08;293368
09;136496
10;292575
11;303404
12;266473
13;1802202
14;633738
15;154630
16;341371
17;540779
18;318250
19;235422
2A;119753
2B;138663
21;502767
22;537009
23;127002
24;386941
25;495063
26;427508
27;531677
28;406368
29;841298
30;605413
31;991133
32;172650
33;1256465
34;850037
35;832855
36;234056
37;543482
38;1059768
39;250509
40;319778
41;311590
42;740191
43;206511
44;1096033
45;604569
46;157977
47;304310
48;72884
49;720569
50;480310
51;564908
52;199263
53;281443
54;717273
55;194887
56;629518
57;1019421
58;229577
59;2548948
60;755673
61;294268
62;1437398
63;600033
64;588226
65;223936
66;377296
67;994932
68;692543
69;1551482
70;229376
71;553381
72;522462
73;362340
74;607187
75;2120545
76;1239357
77;1159421
78;1345471
79;345256
80;552153
81;341873
82;204268
83;864290
84;486196
85;525250
86;391878
87;354518
88;383907
89;329784
90;136592
91;1127647
92;1403081
93;1389976
94;1221918
95;1090916
971;367867
972;368045
973;134968
974;657162
