01;535616
02;536784
03;344355
04;145750
05;125287
06;1035271
07;293922
08;288520
09;140681
10;295419
11;321972
12;267766
13;1876310
14;658189
15;150181
16;343012
17;573817
18;314887
19;235775
2A;125662
2B;148431
21;511197
22;553556
23;123953
24;394747
25;506241
26;450214
27;552211
28;413125
29;865006
30;646976
31;1102414
32;176049
33;1330095
34;936987
35;898909
36;231866
37;564886
38;1124185
39;253875
40;341456
41;319144
42;734267
43;213246
44;1174492
45;629070
46;164076
47;311984
48;74857
49;747089
50;486544
51;565782
52;191914
53;291126
54;719199
55;193312
56;664294
57;1029636
58;224139
59;2558213
60;777612
61;293068
62;1447364
63;612018
64;614850
65;224657
66;407931
67;1048305
68;719749
69;1615116
70;232305
71;547138
72;539720
73;385099
74;657725
75;2145472
76;1241888
77;1225780
78;1371107
79;350799
80;559920
81;352122
82;214215
83;933602
84;513276
85;562222
86;406832
87;358988
88;380879
89;335963
90;139034
91;1160665
92;1473080
93;1427204
94;1256515
95;1125740
971;393024
972;389302
973;176638
974;740207
