01;488244
02;538219
03;353824
04;134040
05;115376
06;993695
07;280263
08;294604
09;136632
10;291359
11;301693
12;267728
13;1788025
14;628687
15;156449
16;342381
17;535893
18;320257
19;236308
2A;119594
2B;134001
21;499519
22;537435
23;128976
24;387227
25;491109
26;422575
27;525823
28;403528
29;839672
30;598655
31;970746
32;173735
33;1243092
34;829197
35;819455
36;235831
37;538147
38;1044677
39;250215
40;317126
41;309798
42;744067
43;206379
44;1079601
45;595926
46;157211
47;304579
48;72763
49;713817
50;479877
51;562053
52;200882
53;279725
54;715492
55;195709
56;626160
57;1015854
58;230756
59;2541429
60;746457
61;294086
62;1436353
63;599325
64;585466
65;224676
66;372716
67;978610
68;684357
69;1540976
70;228577
71;556591
72;518667
73;358484
74;595629
75;2132475
76;1234321
77;1131179
78;1333814
79;345534
80;550247
81;342402
82;203245
83;846896
84;478843
85;518974
86;386099
87;354418
88;384459
89;327739
90;135510
91;1115400
92;1395461
93;1387427
94;1221158
95;1076500
971;360681
972;363344
973;125786
974;633030
