01;550939
02;536464
03;343547
04;150051
05;128067
06;1053182
07;300021
08;287136
09;143371
10;297154
11;331267
12;270275
13;1905689
14;664769
15;149944
16;344708
17;586082
18;314490
19;237823
2A;130613
2B;153359
21;514022
22;562226
23;123561
24;398994
25;510794
26;459076
27;559393
28;416808
29;873568
30;664622
31;1143706
32;178515
33;1361225
34;968476
35;921911
36;232211
37;572255
38;1145897
39;255536
40;351827
41;321808
42;737297
43;216165
44;1203474
45;636707
46;166873
47;316872
48;75784
49;756253
50;489608
51;565512
52;189795
53;294813
54;721734
55;193376
56;679372
57;1032634
58;223050
59;2561038
60;785007
61;293052
62;1449510
63;617448
64;625669
65;226132
66;419820
67;1063274
68;727871
69;1640876
70;233991
71;547660
72;546270
73;393868
74;676755
75;2161932
76;1242398
77;1248865
78;1383145
79;354914
80;561938
81;358395
82;220316
83;958745
84;523398
85;578974
86;412316
87;362522
88;380392
89;337724
90;140157
91;1178214
92;1503568
93;1458081
94;1276157
95;1140328
971;396992
972;393852
973;193167
974;761630
