01;499310
02;538017
03;349376
04;137453
05;118526
06;1000154
07;282838
08;292822
09;136219
10;292381
11;304530
12;265492
13;1809226
14;637669
15;153777
16;340786
17;543835
18;316913
19;234541
2A;119165
2B;140003
21;504022
22;536856
23;126359
24;386685
25;496848
26;429211
27;534513
28;406961
29;844116
30;608972
31;1004166
32;172560
33;1263427
34;861681
35;840650
36;233375
37;546156
38;1067838
39;250869
40;321240
41;312590
42;738670
43;206895
44;1105020
45;608331
46;158363
47;304064
48;73033
49;724324
50;480267
51;565544
52;198275
53;282376
54;717201
55;194622
56;632042
57;1020258
58;228568
59;2552731
60;760914
61;293516
62;1438800
63;600840
64;589059
65;223560
66;381189
67;1002555
68;696784
69;1556437
70;229104
71;551555
72;523975
73;363987
74;613467
75;2116512
76;1239937
77;1169827
78;1350539
79;345255
80;553038
81;341940
82;204642
83;871505
84;489330
85;528344
86;393845
87;354415
88;383701
89;330730
90;136975
91;1131399
92;1406949
93;1389668
94;1221145
95;1097809
971;371873
972;370818
973;139848
974;668915
