01;442444
02;536341
03;365782
04;125268
05;109332
06;922321
07;274306
08;300957
09;136676
10;291046
11;287597
12;276212
13;1737244
14;605672
15;160639
16;340987
17;519544
18;321225
19;240558
2A;113353
2B;132018
21;483850
22;538647
23;135503
24;383668
25;482063
26;403839
27;487171
28;379599
29;833230
30;555259
31;872277
32;174814
33;1170733
34;752727
35;772420
36;240989
37;519485
38;972424
39;246362
40;305739
41;301398
42;742368
43;206953
44;1023924
45;557143
46;155421
47;302261
48;73678
49;693512
50;473621
51;550959
52;208148
53;275448
54;718980
55;200228
56;604596
57;1015328
58;236618
59;2515827
60;692794
61;296569
62;1425311
63;596707
64;565568
65;228664
66;346069
67;933806
68;659116
69;1463035
70;232141
71;565113
72;510982
73;330628
74;527289
75;2165394
76;1209885
77;968199
78;1245377
79;343997
80;548156
81;341195
82;194896
83;758209
84;446293
85;497810
86;375761
87;357177
88;391589
89;317118
90;132938
91;1026373
92;1387341
93;1347656
94;1200734
95;974616
