01;566740
02;537061
03;343309
04;154501
05;130752
06;1073184
07;306238
08;285653
09;146289
10;299704
11;341022
12;273377
13;1937405
14;671351
15;149682
16;347037
17;598915
18;314675
19;240363
2A;135718
2B;158400
21;517168
22;570861
23;123401
24;404052
25;516157
26;468608
27;567221
28;421114
29;883001
30;683169
31;1186330
32;181375
33;1393758
34;1001041
35;945851
36;232959
37;580312
38;1169491
39;257399
40;362827
41;325182
42;741269
43;219484
44;1234085
45;645325
46;169531
47;322292
48;76800
49;766659
50;492563
51;565841
52;187652
53;299000
54;725302
55;193696
56;694821
57;1036776
58;222220
59;2565257
60;792975
61;292879
62;1453387
63;623463
64;636849
65;227736
66;432112
67;1079016
68;736477
69;1669655
70;235867
71;549361
72;553484
73;403090
74;696255
75;2181371
76;1243834
77;1273488
78;1395804
79;359711
80;564319
81;365335
82;226849
83;985099
84;534291
85;597185
86;418460
87;367156
88;379975
89;340088
90;141201
91;1198273
92;1536100
93;1491970
94;1298340
95;1157052
971;400736
972;397732
973;205954
974;781962
