01;612191
02;540888
03;342911
04;161241
05;139554
06;1082014
07;318407
08;282778
09;152366
10;305606
11;362339
12;276229
13;1984784
14;687854
15;147415
16;353657
17;628733
18;311897
19;241247
2A;145429
2B;170828
21;527403
22;595531
23;121517
24;416384
25;531062
26;491334
27;591616
28;432107
29;901293
30;725618
31;1279349
32;189530
33;1483712
34;1077627
35;1007901
36;228692
37;596937
38;1224993
39;260932
40;392884
41;331656
42;753763
43;225686
44;1313321
45;662297
46;174346
47;332119
48;76889
49;795557
50;499340
51;568750
52;182136
53;307453
54;733266
55;192800
56;732372
57;1046468
58;216786
59;2587128
60;810300
61;290015
62;1463628
63;638092
64;660871
65;228854
66;457793
67;1104667
68;755202
69;1762866
70;239750
71;555039
72;567382
73;421105
74;756501
75;2240621
76;1253931
77;1353946
78;1412356
79;371583
80;571154
81;378947
82;246971
83;1021669
84;546314
85;648901
86;430018
87;375869
88;377282
89;341902
90;143940
91;1237507
92;1586434
93;1538726
94;1341831
95;1187081
971;403314
972;388364
973;239648
974;833944
