day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;3.9460496466431394;2.390785231858731;0.7059604238586384;0.7059604238586384
62;3.4956161554127423;1.8273841759552434;2.8238416954345538;2.8238416954345538
63;3.0191086318247646;1.610317171268919;0.7059604238586384;1.4119208477172769
64;3.9884501567077426;2.448488785365339;4.235762543151831;4.941722967010469
65;3.015041479153027;2.1221848422849674;2.8238416954345538;3.5298021192931923
66;3.5053395397577014;1.4433455735104983;2.1178812715759157;2.8238416954345538
67;2.654260975665934;1.3609977930678019;0.7059604238586384;2.1178812715759157
68;2.8502905236766622;1.2029151086099743;0.7059604238586384;2.1178812715759157
69;2.6655822266098097;1.1172155323903064;1.4119208477172769;2.1178812715759157
70;3.263367328166491;1.4855136449637913;0.7059604238586384;2.1178812715759157
71;3.5852666589945468;2.046651249332897;1.4119208477172769;1.4119208477172769
72;3.2114039730605515;1.4916332126244785;4.235762543151831;4.235762543151831
73;2.409828423986091;1.8089047498131974;1.4119208477172769;1.4119208477172769
74;3.4046987160661244;1.9793834104389614;0.0;0.0
75;2.7694536560713265;1.297948017747996;1.4119208477172769;2.8238416954345538
76;3.0954632440593444;1.831617338931266;2.8238416954345538;2.8238416954345538
77;2.7440815549187043;1.6215958987230472;0.7059604238586384;0.0
78;3.2328445869029743;1.7439902767732005;0.7059604238586384;0.0
79;3.9320529995288136;1.9006191468470082;2.8238416954345538;0.0
80;2.9460572014722324;1.278925693178697;2.8238416954345538;0.0
81;2.7162665279096325;1.400463642264313;0.0;0.0
82;3.258531382486547;2.4628575978633207;0.0;0.0
83;2.9479428008443507;1.3093335322579565;0.0;0.0
84;2.9246048273285097;1.4488149391060052;0.0;0.0
85;2.780830757156186;1.4508333715230797;0.0;0.0
86;3.050673167824884;1.4782792488186065;0.0;0.0
87;3.077834379071532;1.4660319600031375;0.0;0.0
88;2.931727682616217;1.3120086899752152;0.0;0.0
89;3.0694513960067993;2.3620605133213264;0.0;0.0
90;3.302543427316842;2.0371910482859894;0.0;0.0
