day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;4.24208254037329;1.094294918922374;2.5116342486446146;3.2292440339716473
62;4.241017583901218;1.1979295824353613;3.2292440339716473;3.2292440339716473
63;3.5129811691357777;1.445343806318759;3.2292440339716473;3.5880489266351634
64;3.566289689444885;1.0411812808221423;4.305658711962196;4.305658711962196
65;3.5784091066367774;1.2397766103408716;2.5116342486446146;3.2292440339716473
66;3.8384700991787017;1.0997846955916328;2.8704391413081307;3.2292440339716473
67;3.7877574056804706;1.5134427995992907;3.5880489266351634;3.5880489266351634
68;3.3274222339266872;0.9844896799972555;3.94685381929868;4.664463604625713
69;3.7041324660789727;1.6259595470638672;3.2292440339716473;3.2292440339716473
70;3.719928200632878;1.2594034239063931;3.2292440339716473;3.2292440339716473
71;3.740459112661199;1.0855439073281705;2.5116342486446146;2.5116342486446146
72;3.5367207017684437;0.9882495893514738;3.94685381929868;3.94685381929868
73;3.606108320022142;1.3252226243905822;1.4352195706540654;1.4352195706540654
74;3.6739675563165184;1.2095668440768714;4.305658711962196;4.305658711962196
75;3.625411025689635;1.3092188795403157;2.8704391413081307;2.8704391413081307
76;3.476635151554295;0.964690890450172;2.152829355981098;2.152829355981098
77;3.510783394277305;0.9054391012723861;4.305658711962196;0.0
78;3.7241633773916494;1.364995450280972;2.5116342486446146;0.0
79;3.5694493562218037;1.6036143599943027;4.305658711962196;0.0
80;3.40588441095022;0.863367611481201;1.4352195706540654;0.0
81;3.7908054303191716;1.2237831957223344;0.0;0.0
82;3.3753999923020195;1.4171022666731645;0.0;0.0
83;3.2855099591067995;0.9453397909524665;0.0;0.0
84;3.573002834808772;1.1047838127798655;0.0;0.0
85;3.0796610909489925;1.181302735661922;0.0;0.0
86;3.5324624446195134;1.3686423689591272;0.0;0.0
87;3.368891328905255;1.6637174547543396;0.0;0.0
88;3.2863570476014017;1.3251160270956335;0.0;0.0
89;3.253863182548023;1.0913243991137604;0.0;0.0
90;3.2413164563288204;1.0715782934287132;0.0;0.0
