day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;3.2449599498672295;0.777334403658673;2.975760775284874;3.19618749938005
62;3.521853763246611;0.9300764608352479;3.7472543096179893;3.9676810337131654
63;3.5051895029521485;0.76943492269721;3.3064008614276377;3.3064008614276377
64;3.3780862771238764;0.7146062987691264;2.2042672409517583;2.2042672409517583
65;3.516033977448761;0.5753994848425366;3.4166142234752255;3.6370409475704015
66;3.4032615281697374;0.7144760717444598;3.5268275855228137;3.5268275855228137
67;3.485755308469287;0.958481613884346;2.2042672409517583;2.4246939650469344
68;3.3542909220122925;0.6013079015264953;3.5268275855228137;3.6370409475704015
69;3.502376224322483;0.7545025943931649;3.5268275855228137;3.6370409475704015
70;3.4055682841242505;0.7945851601264154;3.4166142234752255;3.6370409475704015
71;3.545585750731703;0.701287726131427;2.2042672409517583;2.4246939650469344
72;3.454690854930164;0.6996893671486172;2.534907327094522;2.865547413237286
73;3.210495908207404;0.7352570104547234;3.5268275855228137;3.7472543096179893
74;3.4272059208011183;0.8287488086843883;3.3064008614276377;3.4166142234752255
75;3.3070522866880214;0.636430287482535;2.755334051189698;2.865547413237286
76;3.5101901616039326;0.8588289428044377;2.865547413237286;2.975760775284874
77;3.338815964941607;0.8374906828961712;3.8574676716655776;0.0
78;3.4431417666071735;0.6776334052501726;2.865547413237286;0.0
79;3.22207536481254;0.546532502654727;4.298321119855929;0.0
80;3.4615729600777176;0.7880146437852328;2.534907327094522;0.0
81;3.316932827804794;0.7202860620981347;0.0;0.0
82;3.3771100998865418;0.6508809157242877;0.0;0.0
83;3.390958649565894;0.6370439135197794;0.0;0.0
84;3.260673096389877;0.6737639108899867;0.0;0.0
85;3.4796570070836865;0.5527540008262016;0.0;0.0
86;3.1979627760137124;0.7532692243401571;0.0;0.0
87;3.340174591785384;0.6704975145917111;0.0;0.0
88;3.185134606780932;0.6394535715113203;0.0;0.0
89;3.358318402630996;0.6659248933043254;0.0;0.0
90;3.324012282926176;0.578672523894705;0.0;0.0
