day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;2.092051080701647;0.49237265126294344;1.939438605252727;2.3030833437376135
62;2.021956523490786;0.42346482135020763;1.8182236924244315;2.1818684309093177
63;1.9734711257252031;0.4048396200771931;1.8182236924244315;1.939438605252727
64;2.073077727267753;0.5954750463900133;2.0606535180810224;2.424298256565909
65;1.9994785066494336;0.47798891514633807;2.1818684309093177;2.3030833437376135
66;1.9790709079252127;0.5500476093585444;2.545513169394204;2.9091579078790906
67;2.034013144592677;0.4268170872689399;2.3030833437376135;2.545513169394204
68;2.0793408668617728;0.5514116095777649;1.6970087795961362;2.0606535180810224
69;2.0317303876805766;0.4597876932722208;2.424298256565909;2.6667280822224995
70;1.9405915321583527;0.48777552127771073;2.3030833437376135;2.6667280822224995
71;2.0204027306638532;0.47349109651769916;3.636447384848863;3.7576622976771588
72;2.205507000754654;0.6921181961357732;2.3030833437376135;2.545513169394204
73;2.011846300000422;0.4877257872851065;1.939438605252727;1.939438605252727
74;2.06841538301825;0.42531284761336385;3.7576622976771588;3.7576622976771588
75;2.0139771125118093;0.5106363664602315;2.7879429950507952;2.7879429950507952
76;2.0832445412779528;0.5881516632446262;2.1818684309093177;2.3030833437376135
77;2.201299234239946;0.6007028331417078;3.3940175591922723;0.0
78;1.9407314788960546;0.47615647136952527;3.030372820707386;0.0
79;2.004585968586163;0.48245082210069873;3.5152324720205677;0.0
80;1.9893584114125311;0.36635713786796714;2.545513169394204;0.0
81;1.9991172877410757;0.4447311556089159;0.0;0.0
82;2.0126673505260007;0.5284054025705626;0.0;0.0
83;2.017717761949735;0.6109515998513264;0.0;0.0
84;2.119344345349488;0.45189330990214127;0.0;0.0
85;1.7709880026925293;0.3958337473831174;0.0;0.0
86;1.8668131439542561;0.42037695382368506;0.0;0.0
87;1.949094523037379;0.4595670244359633;0.0;0.0
88;1.9601256158266946;0.39910816285166895;0.0;0.0
89;2.0332944884974977;0.4955745539716787;0.0;0.0
90;1.9295640116845558;0.4788459009558948;0.0;0.0
