day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;4.1932895990309405;1.0944146666080223;2.15030641866466;2.956671325663907
62;4.1581191544586575;1.188652119347222;2.6878830233308246;4.031824534996237
63;4.044866138253567;1.0622804848764258;2.6878830233308246;2.956671325663907
64;3.8302525632627225;1.2526752867299262;2.956671325663907;3.7630362326631546
65;3.571531233037664;1.0850130763445403;3.494247930330072;3.7630362326631546
66;3.537513674690929;1.0609656051032894;2.6878830233308246;2.956671325663907
67;4.094957481355924;0.8763461032433683;2.956671325663907;3.494247930330072
68;3.69946870351077;1.14507192631051;2.4190947209977423;2.956671325663907
69;3.6331337880025467;0.9476994927130085;2.6878830233308246;3.2254596279969894
70;3.586050249275544;1.175417078715467;3.7630362326631546;4.30061283732932
71;4.185767792338391;0.928993655690878;2.4190947209977423;2.6878830233308246
72;3.7046579308675915;0.9347059604890324;2.15030641866466;2.15030641866466
73;4.03881914696028;0.8686635755455756;1.07515320933233;1.6127298139984947
74;3.8206183201867656;1.0367353336623668;2.4190947209977423;2.6878830233308246
75;3.7081745120740406;1.0470324097294268;2.956671325663907;3.2254596279969894
76;3.887673477170036;1.0873627394977228;2.15030641866466;2.15030641866466
77;3.5351695122522853;1.0106990526410313;3.494247930330072;0.0
78;3.9400232942541162;1.1437023348447668;1.8815181163315773;0.0
79;3.7378088460768812;0.9933539608273187;2.4190947209977423;0.0
80;3.635811601810584;0.8250393065213881;2.6878830233308246;0.0
81;3.894913558631623;1.1650897583271953;0.0;0.0
82;3.6255467593300414;0.8645304444443385;0.0;0.0
83;4.05274181306153;0.9228178964611699;0.0;0.0
84;3.5603977303703136;0.9988760074862371;0.0;0.0
85;3.4317046908772415;1.0243997148069899;0.0;0.0
86;3.217070146644926;0.7703292932307946;0.0;0.0
87;3.461380695855242;0.8303404619970932;0.0;0.0
88;3.683914986540105;1.1226971940285015;0.0;0.0
89;3.78876751257878;1.0788387930006262;0.0;0.0
90;3.4388023671474945;1.0374310535293283;0.0;0.0
