day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;2.996540753689689;1.3177553735745648;2.610206653789647;2.9830933186167394
62;2.5110356934382714;1.1520193516944697;3.355979983443832;3.7288666482709245
63;2.802014216318543;1.1195013539081298;1.4915466593083697;2.610206653789647
64;2.8405494535685047;1.3167390020417087;2.237319988962555;2.237319988962555
65;2.691867767275883;1.4698924707723;1.4915466593083697;1.8644333241354623
66;2.560853501519839;1.0679349240912233;2.9830933186167394;3.355979983443832
67;3.056273713560786;1.3237424608343655;2.610206653789647;2.610206653789647
68;3.199631959220359;1.19335030062259;2.610206653789647;2.610206653789647
69;2.5585360699747035;1.1511727943325354;1.8644333241354623;1.8644333241354623
70;2.954775297277991;1.2816973040904993;1.1186599944812774;1.8644333241354623
71;2.7145160300310294;0.9523606897406334;3.7288666482709245;4.847526642752202
72;2.7129667443857604;1.4014856905334527;1.8644333241354623;1.8644333241354623
73;2.7125649728134102;1.3783014194304366;1.1186599944812774;1.8644333241354623
74;2.9563025286883686;1.0779124129264177;1.8644333241354623;2.237319988962555
75;2.6757530234785554;1.2232416120208065;0.7457733296541849;1.1186599944812774
76;3.072946476832342;1.1715524276591534;1.1186599944812774;1.8644333241354623
77;3.1414025307455904;0.8863392503078485;0.7457733296541849;0.0
78;2.7899217170794337;1.079378739697406;1.1186599944812774;0.0
79;2.6493909783594423;1.0356318130309257;1.8644333241354623;0.0
80;2.5794739871209753;0.9342185338076086;1.4915466593083697;0.0
81;2.533375647464781;0.9218980420692389;0.0;0.0
82;2.6687158382233527;1.234118230433044;0.0;0.0
83;2.59875079721715;0.8448838370878592;0.0;0.0
84;2.954114783159714;1.2420690450822263;0.0;0.0
85;2.599524347623762;0.7944506094028071;0.0;0.0
86;2.69249406819558;0.9441022370593241;0.0;0.0
87;2.5634910676596667;0.973597253733734;0.0;0.0
88;2.3677197585278402;1.0893594985931445;0.0;0.0
89;2.667256917221006;1.0491396608176535;0.0;0.0
90;2.5934080739829106;1.3142434592837635;0.0;0.0
