day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;4.5544285242450515;2.13584924456393;2.089252883168979;3.4820881386149645
62;3.974676678438568;1.9199532401128658;2.089252883168979;2.089252883168979
63;3.9792583397204235;1.3687767847551913;2.7856705108919715;3.4820881386149645
64;3.5518893326675443;1.556609932527688;2.7856705108919715;4.178505766337958
65;4.219639015589685;1.7520626995563677;2.089252883168979;3.4820881386149645
66;4.034237378628869;1.8267452226253875;2.7856705108919715;2.7856705108919715
67;3.5454947054160995;1.240278988394618;1.3928352554459857;2.089252883168979
68;4.578381868921152;2.2868501870472326;3.4820881386149645;4.874923394060951
69;4.305234337080915;1.9388774126642756;2.089252883168979;2.089252883168979
70;4.196140729702085;1.4554650269766773;4.874923394060951;7.660593904952922
71;3.6323421437358956;1.5084969122623282;0.6964176277229929;1.3928352554459857
72;3.713467688980281;1.5283352582409766;3.4820881386149645;4.178505766337958
73;3.8674686922873716;1.646718823008915;2.089252883168979;2.089252883168979
74;4.324392362394769;1.7902802081125233;2.7856705108919715;3.4820881386149645
75;3.5571647698432147;1.3435833443538892;3.4820881386149645;4.178505766337958
76;3.7369677284124623;1.417886765229575;4.874923394060951;5.571341021783943
77;4.625253965475192;1.5969301513687242;6.964176277229929;0.0
78;3.5690047789339108;1.7641680459543527;4.874923394060951;0.0
79;4.3258791674069474;1.7286814713686076;2.7856705108919715;0.0
80;3.8698888904800244;1.4425266864995012;0.6964176277229929;0.0
81;3.7376343719855316;1.6603952696758448;0.0;0.0
82;3.6836003807134445;1.463621248276696;0.0;0.0
83;3.7655033633880994;1.3492996157385861;0.0;0.0
84;3.7061107423143853;1.4897979793254938;0.0;0.0
85;4.166736289405622;1.6844418692881102;0.0;0.0
86;3.293082391690495;2.0060251934920452;0.0;0.0
87;3.6623149121291285;1.5727821517991678;0.0;0.0
88;3.7117776813587824;1.7160470337125933;0.0;0.0
89;3.413383116524596;1.4578041206004566;0.0;0.0
90;3.874610279619044;1.8102478538345375;0.0;0.0
