day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;2.845566225662939;0.44198161299263805;2.5970990403719045;2.7826061146841834
62;3.0711007713600225;0.5321434298005099;2.720770423246757;2.9681131889964623
63;2.899711389335788;0.5286013256631693;2.4115919660596257;2.473427657497052
64;2.7870591967874305;0.5106276440082239;1.6077279773730837;1.7313993602479363
65;2.865859576142449;0.6112875941701019;1.7932350516853628;2.1024135088724942
66;2.768578731050041;0.4965239117284112;1.5458922859356574;1.66956366881051
67;2.790870766137932;0.5312422741193356;2.7826061146841834;2.9681131889964623
68;2.880882900128303;0.48397397103372836;2.040577817435068;2.040577817435068
69;2.7640807678224952;0.5132767745643916;2.906277497559036;3.091784571871315
70;2.758884831159955;0.5004828027767526;2.287920583184773;2.5352633489344782
71;2.8855181028832764;0.6109499660933138;2.9681131889964623;3.153620263308741
72;2.821415505408284;0.5802248347729132;2.4115919660596257;2.473427657497052
73;2.702278431115193;0.37656034350157946;2.658934731809331;2.658934731809331
74;2.8533473232312843;0.621434497336551;2.3497562746221994;2.3497562746221994
75;2.797270894395878;0.6457526649994195;1.855070743122789;1.855070743122789
76;2.589271818492006;0.5364368087610453;3.5246344119332993;3.5864701033707256
77;2.7338353326486566;0.5557886957282101;2.7826061146841834;0.0
78;2.6640173620426038;0.5314790686535212;1.7313993602479363;0.0
79;2.6890614386811915;0.5123319974502272;2.5970990403719045;0.0
80;2.572147486267651;0.3846259721210794;2.473427657497052;0.0
81;2.6638739526872026;0.42540442836158826;0.0;0.0
82;2.6978164500624735;0.5327304888980691;0.0;0.0
83;2.7054952921870044;0.560897164664824;0.0;0.0
84;2.566463376499278;0.45528516706135114;0.0;0.0
85;2.5675757555492438;0.6159035985649634;0.0;0.0
86;2.6791647849278304;0.4709894841323538;0.0;0.0
87;2.57832698340503;0.40990104164313784;0.0;0.0
88;2.6839945615120353;0.5705575657727235;0.0;0.0
89;2.7696847190439344;0.440465682848206;0.0;0.0
90;2.515540510231005;0.4939786218929246;0.0;0.0
