day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;3.1288312609484183;1.0605312749164242;3.923198048387298;3.923198048387298
62;3.113447729023632;1.1050761336272867;4.101525232404903;4.101525232404903
63;3.1410727689135642;0.9529519082449381;3.2098893123168803;3.2098893123168803
64;3.28534993113509;1.0901701645589637;4.8148339684753205;4.8148339684753205
65;2.9571780267767998;0.8801728198238321;2.674907760264067;2.674907760264067
66;2.6291257994710793;0.6580812418400117;4.101525232404903;4.101525232404903
67;3.1532002208380545;0.720103800514009;1.7832718401760446;1.7832718401760446
68;2.9472266793939625;0.7938095811078035;3.0315621282992757;3.0315621282992757
69;3.1524183435128696;0.7650341679951875;2.4965805762464623;2.4965805762464623
70;2.8659262892285153;0.7072867788200943;3.566543680352089;3.7448708643696937
71;3.1940462214445544;0.78719510968509;2.8532349442816716;3.0315621282992757
72;2.991784617376693;0.7933569155669837;3.2098893123168803;3.2098893123168803
73;2.8924660522482704;1.0881899204048646;3.2098893123168803;3.2098893123168803
74;2.639462975881255;0.8207929468427474;3.7448708643696937;3.7448708643696937
75;2.7280242135647628;0.892594752670508;2.4965805762464623;2.4965805762464623
76;2.7716240726986126;0.6947560437531299;2.8532349442816716;3.0315621282992757
77;2.7284714292843804;0.772353275356357;3.2098893123168803;0.0
78;2.643173261967529;0.763990139194298;3.2098893123168803;0.0
79;2.98841804855649;0.8139720683704743;3.0315621282992757;0.0
80;2.8256813516257977;0.5476619622002685;1.6049446561584402;0.0
81;2.784992656004745;1.216610152270007;0.0;0.0
82;2.723721437303196;0.798340192929943;0.0;0.0
83;2.568399181151557;0.8235169638219036;0.0;0.0
84;2.937050763142111;0.7324474422983491;0.0;0.0
85;2.780148972753866;0.7452143862406743;0.0;0.0
86;2.427788458429997;0.8690852786312576;0.0;0.0
87;2.5592264111565366;0.6638566312506486;0.0;0.0
88;2.534389469117315;0.8017339447473603;0.0;0.0
89;2.8007545214276592;0.852864981463004;0.0;0.0
90;2.719103722787978;0.9352661362300624;0.0;0.0
