day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;3.570521914647218;1.2805321005785524;1.3447294673257635;1.8826212542560687
62;3.5224242352365644;1.4394138726123769;2.420513041186374;3.227350721581832
63;3.5777973710730335;1.2081868289436755;3.7652425085121375;4.841026082372748
64;3.250338972569881;1.1964516900782296;2.420513041186374;2.689458934651527
65;3.43866850082888;1.4338223927882656;2.1515671477212215;2.1515671477212215
66;3.5600948708305067;1.0083157455344676;3.496296615046985;4.303134295442443
67;3.4107719112371004;1.109953600510115;1.3447294673257635;1.3447294673257635
68;3.5377896827387803;0.926360996835234;3.496296615046985;3.7652425085121375
69;3.517922183340575;1.4482234888532917;2.689458934651527;3.7652425085121375
70;3.3581901075572698;1.366107113709268;3.227350721581832;3.496296615046985
71;3.047147632586433;1.4448051507273854;2.689458934651527;2.9584048281166795
72;3.2281149378215526;0.6892977605632367;2.1515671477212215;2.9584048281166795
73;3.531413061925654;1.8171846810325474;2.420513041186374;2.420513041186374
74;3.5539169980932077;1.3798458507576592;3.227350721581832;3.496296615046985
75;3.653647112387519;1.218879658355015;4.303134295442443;4.841026082372748
76;3.038339610515663;0.9454772186079581;3.227350721581832;4.03418840197729
77;3.0385014582399688;1.1918283638358773;2.420513041186374;0.0
78;3.069836196941642;0.9106988955943212;2.1515671477212215;0.0
79;3.087665172866218;1.0093716423450874;3.7652425085121375;0.0
80;3.1614857741601936;1.4764330682374351;2.689458934651527;0.0
81;3.2518770112545585;1.620113955287274;0.0;0.0
82;3.2102471358607714;1.1119669422588152;0.0;0.0
83;3.7259707839759555;1.7335549970383708;0.0;0.0
84;3.0071004801870695;1.1658265770749234;0.0;0.0
85;3.212512725513239;1.1294047583568991;0.0;0.0
86;3.161691602747504;0.8364088099954275;0.0;0.0
87;3.142896693985534;0.9755109953445431;0.0;0.0
88;3.2668499248787692;1.0646349211539488;0.0;0.0
89;2.9731336054503417;1.210036907535226;0.0;0.0
90;3.4188866538552407;1.052981547066526;0.0;0.0
