day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;1.888291142897506;0.5330392889508427;1.622951640980517;1.9052041002814764
62;1.8400433420767164;0.4072702416386932;1.4112622965047972;1.552388526155277
63;1.7161982921770547;0.2725674648220211;2.046330329931956;2.1168934447571957
64;1.8219943207790879;0.41541731120933734;1.552388526155277;1.6935147558057566
65;1.786596403806924;0.3641922759090757;1.1995729520290777;1.4112622965047972
66;1.8714378605338902;0.33933328806409474;1.552388526155277;1.622951640980517
67;1.817228611776184;0.5013749162113743;1.481825411330037;1.481825411330037
68;1.7383209590009574;0.4382061552942046;1.481825411330037;1.552388526155277
69;1.7899102432217333;0.5077883489585702;1.481825411330037;1.481825411330037
70;1.6731253023733452;0.42901187433774596;1.481825411330037;1.552388526155277
71;1.6397734120714023;0.44871804518688246;1.7640778706309965;1.9052041002814764
72;1.8792267835981236;0.450535681562874;1.0584467223785978;1.0584467223785978
73;1.6059889655774682;0.3656512990959869;0.987883607553358;1.1995729520290777
74;1.6241098686600677;0.3390513052182793;1.4112622965047972;1.4112622965047972
75;1.770234718492651;0.3420914918322926;0.8467573779028783;0.8467573779028783
76;1.665840685311612;0.3697686158781951;1.481825411330037;1.552388526155277
77;1.7337712994926437;0.452177517764544;1.4112622965047972;0.0
78;1.778807493261893;0.3781639849670979;1.8346409854562364;0.0
79;1.702558356246773;0.43616565970093685;1.481825411330037;0.0
80;1.866219396079376;0.433717494470065;1.6935147558057566;0.0
81;1.6910877087558378;0.40518121686219727;0.0;0.0
82;1.7090213726884498;0.5480579454575807;0.0;0.0
83;1.6942632352913067;0.4542806155200208;0.0;0.0
84;1.7397101776784212;0.4132106171961561;0.0;0.0
85;1.6122053321552108;0.4925826258019156;0.0;0.0
86;1.7568280204701607;0.49661545837558346;0.0;0.0
87;1.765117925970215;0.4215980110085322;0.0;0.0
88;1.7587647291877548;0.3358824919167388;0.0;0.0
89;1.659664688134487;0.2922921566545203;0.0;0.0
90;1.5725347979406283;0.30068897502805736;0.0;0.0
