day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;2.923084080243235;0.8314062504396774;2.638345716645729;2.638345716645729
62;3.0102168537290215;1.2345478540575858;2.638345716645729;3.450144398690569
63;2.999636972057557;1.0073327217787755;3.653094069201779;4.058993410224199
64;3.034869009202418;0.955903236194892;2.638345716645729;3.044245057668149
65;2.9824341892152066;1.0991208480226564;2.435396046134519;3.044245057668149
66;2.992645465959898;0.8967229978321684;4.261943080735408;4.667842421757828
67;2.8703230982114474;0.8117132179685528;2.638345716645729;2.841295387156939
68;2.8906235050734774;1.0311334871130837;3.044245057668149;3.247194728179359
69;2.8576241145503833;0.9122530683895839;3.044245057668149;3.653094069201779
70;3.158536323785821;0.8820340406416284;2.435396046134519;3.247194728179359
71;3.4313228217146063;1.0853121753541661;4.058993410224199;4.870792092269038
72;2.766674225163624;0.9125589979746639;3.247194728179359;3.8560437397129887
73;3.055583942096372;1.4810583436396567;2.2324463756233093;2.841295387156939
74;2.9173252114660944;1.022913451645052;1.6235973640896795;2.0294967051120993
75;3.0422988713594337;1.023749917407516;3.044245057668149;3.044245057668149
76;2.9663251118680796;0.931402294402617;2.0294967051120993;2.0294967051120993
77;2.862623166997922;0.6955616919648145;3.450144398690569;0.0
78;2.740803471791479;0.8702274548724059;2.841295387156939;0.0
79;2.9171145196103287;1.0448953555033909;2.435396046134519;0.0
80;2.8640025019570756;0.7002006409232849;3.044245057668149;0.0
81;3.0435004953992553;0.8456045244701804;0.0;0.0
82;2.8534878362174663;0.706854046591919;0.0;0.0
83;2.8305145581745297;0.6323754841544607;0.0;0.0
84;2.8709826491361112;0.7185789965207614;0.0;0.0
85;3.0179537122849256;0.9473831335030555;0.0;0.0
86;2.9837120905405037;0.9589956262956448;0.0;0.0
87;2.8885519107507345;0.7232593399409643;0.0;0.0
88;2.89060243526278;0.8167422217212309;0.0;0.0
89;3.03810406528274;1.169827222990741;0.0;0.0
90;2.506898889165056;0.6071506575774811;0.0;0.0
