day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;3.2421185757538002;1.6847017987021518;1.9639934533551555;2.618657937806874
62;3.4064130181985504;1.4916943575760842;3.927986906710311;3.927986906710311
63;3.2317056286927;1.67230337921623;3.2733224222585924;3.2733224222585924
64;3.4048932048038107;1.2912093155011204;7.201309328968904;7.201309328968904
65;3.1334847755842663;1.2154536289857427;2.618657937806874;2.618657937806874
66;3.5964617882143193;1.487060534379109;0.6546644844517185;1.309328968903437
67;3.155648912979946;1.5729109823850365;1.309328968903437;1.9639934533551555
68;3.556271665642944;1.4102842825719788;1.9639934533551555;1.9639934533551555
69;3.339580691099733;1.724008314154208;1.309328968903437;1.309328968903437
70;3.408485793771587;1.443138926850776;3.2733224222585924;3.2733224222585924
71;3.6001659543346887;1.2749627556022156;1.9639934533551555;1.9639934533551555
72;2.815901821824628;1.1486861628499898;2.618657937806874;3.2733224222585924
73;3.191741812771019;1.040076137690985;1.9639934533551555;1.9639934533551555
74;3.2990811522647454;1.3570977759148033;3.2733224222585924;3.2733224222585924
75;3.578825923247775;1.8379359121994008;2.618657937806874;2.618657937806874
76;3.6883465444923202;1.8789375816127059;4.582651391162029;4.582651391162029
77;3.1832665007231706;1.163152643411823;1.9639934533551555;0.0
78;3.1892828769960313;1.6204542945821638;1.309328968903437;0.0
79;2.811916550785298;1.1785663231082995;1.9639934533551555;0.0
80;3.265620502818317;1.3613182447991081;1.309328968903437;0.0
81;3.2907320031820766;1.51826796578324;0.0;0.0
82;3.2414085605608225;1.1477941188988745;0.0;0.0
83;3.1870085939471084;1.7602514576461787;0.0;0.0
84;3.143879220134909;0.9870407203405134;0.0;0.0
85;3.15942950900253;1.3894409323746275;0.0;0.0
86;3.0006169693649776;1.6525014609598243;0.0;0.0
87;3.0140708652162025;1.13846855039063;0.0;0.0
88;2.9108878012361923;1.4042501924295818;0.0;0.0
89;3.429464088713593;1.3065916821754968;0.0;0.0
90;3.2708247820065335;1.4326504831470714;0.0;0.0
