day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;2.649238269928452;1.1230361789817414;1.9602526112198326;1.9602526112198326
62;2.5616668967835663;0.8086068320747386;1.9602526112198326;2.61367014829311
63;2.5815159360305984;0.7915222128162036;0.9801263056099163;0.9801263056099163
64;2.5645228149215336;1.2982039029256953;3.2670876853663877;3.2670876853663877
65;2.6305722015669533;0.9353305324526002;3.5937964539030265;3.9205052224396653
66;2.5938738740795704;1.033375902694564;2.61367014829311;2.61367014829311
67;2.645436456855199;0.7678297702070642;0.6534175370732775;0.9801263056099163
68;2.638931972618709;0.9100522646314735;1.9602526112198326;2.61367014829311
69;2.5292410992575345;0.9111907029363174;1.9602526112198326;1.9602526112198326
70;2.3802404130445542;0.9161231156238289;3.9205052224396653;4.247213990976304
71;2.4846946894984403;0.9814896285444152;1.6335438426831939;1.9602526112198326
72;2.39736087491809;1.029412516029767;1.6335438426831939;2.2869613797564714
73;2.4835315065032275;0.8056674489875592;1.9602526112198326;1.9602526112198326
74;2.575886213483999;0.8756404646180503;3.2670876853663877;4.573922759512943
75;2.430935460239727;0.8862257861184962;2.940378916829749;3.5937964539030265
76;2.361961417244861;0.8636289976464782;3.5937964539030265;4.247213990976304
77;2.687481828203643;0.8718397171891776;2.2869613797564714;0.0
78;2.4953123219911744;0.9452629706108003;4.573922759512943;0.0
79;2.101006280102873;0.7641147112324427;1.9602526112198326;0.0
80;2.262278139710525;0.9795667425456746;1.6335438426831939;0.0
81;2.6422098076537734;1.116423755902104;0.0;0.0
82;2.7742624357454706;0.8866907506907997;0.0;0.0
83;2.6702903575491668;1.3932041197402787;0.0;0.0
84;2.4866985173712637;0.9871573385401544;0.0;0.0
85;2.4565601742157996;1.0128165249794752;0.0;0.0
86;2.5457595689737254;1.4832947344221257;0.0;0.0
87;2.3256899540998734;1.0419820474890247;0.0;0.0
88;2.819085434740395;1.9581085875645121;0.0;0.0
89;2.8635941413361845;1.6698844131270467;0.0;0.0
90;2.1602101918869003;1.04743004462379;0.0;0.0
