day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;4.009668536890062;1.535291249426965;4.11315753393355;5.027192541474339
62;3.806094953149387;1.175425933666646;2.742105022622366;2.742105022622366
63;3.682534910332671;1.3571454967128695;3.6561400301631553;4.570175037703944
64;3.5324976256894467;1.6030867584814557;2.285087518851972;2.285087518851972
65;3.6652556576581152;1.4174823432184025;4.570175037703944;5.484210045244732
66;3.5897743996686593;1.014585078931027;3.6561400301631553;4.570175037703944
67;3.669189107362979;1.2158550371615289;2.742105022622366;2.742105022622366
68;3.525397854541787;1.3537957868987183;1.8280700150815776;2.285087518851972
69;3.432562562403598;0.9387972251658816;1.8280700150815776;1.8280700150815776
70;3.5003107571942498;1.1319566917274577;1.371052511311183;3.6561400301631553
71;3.673747163930612;1.4219058245844458;2.742105022622366;4.11315753393355
72;3.119898182438036;1.0719702920292322;1.8280700150815776;2.742105022622366
73;3.7856618906955;1.4224596661309217;1.8280700150815776;2.285087518851972
74;3.526995659237414;1.3954802559971364;2.285087518851972;2.742105022622366
75;3.233187863660208;1.3356672297406957;2.285087518851972;2.285087518851972
76;3.2239025232941882;1.074521249968112;4.570175037703944;4.570175037703944
77;3.6310633942519477;1.5205981234222552;2.285087518851972;0.0
78;3.9107564870665836;1.4067477077855919;2.285087518851972;0.0
79;3.470890905613079;1.71141940036607;0.9140350075407888;0.0
80;3.867738766989002;1.3351582209218165;4.11315753393355;0.0
81;3.5568899794718067;0.9985981074425971;0.0;0.0
82;3.2624223428557046;1.2312517895491473;0.0;0.0
83;3.1695078717323195;1.3796131474865256;0.0;0.0
84;3.3496011376039734;1.2192679731462779;0.0;0.0
85;3.797794552054154;2.090277893392186;0.0;0.0
86;3.4543319859517574;1.4396334179782975;0.0;0.0
87;3.7667026910097303;1.067351542682518;0.0;0.0
88;3.593807588376862;1.2869418023120174;0.0;0.0
89;3.467868835382747;1.7482277527570815;0.0;0.0
90;3.30687465961439;1.172672748079623;0.0;0.0
