day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;3.9904336549043857;1.2488740268615537;6.915589467557241;7.491888589853677
62;3.4823389087985337;1.664812927540637;5.186692100667931;6.915589467557241
63;3.726001491474223;1.5908825613707311;1.7288973668893102;3.4577947337786203
64;3.5954606803166556;1.7896654577051538;5.186692100667931;5.186692100667931
65;3.5393655020553116;1.4959249435764954;0.5762991222964368;0.5762991222964368
66;2.8328059420590073;1.3472889373066874;3.4577947337786203;3.4577947337786203
67;4.055320912219554;1.6293568317261902;2.305196489185747;3.4577947337786203
68;3.593918278463456;1.222253476552189;1.1525982445928735;1.7288973668893102
69;3.3750202777801785;1.6589771772554696;1.7288973668893102;2.305196489185747
70;3.243607501226111;1.1414339224570016;1.7288973668893102;3.4577947337786203
71;3.368168796695835;1.4414183583600804;0.5762991222964368;0.5762991222964368
72;3.3181681978757904;1.16637778590815;0.5762991222964368;1.1525982445928735
73;3.6520792511200564;1.829999472347417;0.5762991222964368;0.5762991222964368
74;3.3067922684783895;1.0657942812629957;1.7288973668893102;1.7288973668893102
75;3.3029303715927836;1.5106269950629798;2.305196489185747;2.305196489185747
76;3.989871325401546;1.6875823321816479;0.5762991222964368;0.5762991222964368
77;3.408123975265362;1.3893172059217818;1.1525982445928735;0.0
78;2.725177773293458;0.8521569803290983;2.305196489185747;0.0
79;3.18242032900974;1.3969048496129994;2.305196489185747;0.0
80;2.9547601707882505;1.279523615666118;2.8814956114821837;0.0
81;3.6138381496993173;1.3251599531466054;0.0;0.0
82;3.383069982304733;1.386679916293856;0.0;0.0
83;3.1646215939159466;1.402272122825883;0.0;0.0
84;2.9042529480447143;1.3273276773008833;0.0;0.0
85;3.418722781570111;1.4731510337375004;0.0;0.0
86;2.6387003142804564;1.2644718992587833;0.0;0.0
87;3.3147104110870105;1.3167043062681298;0.0;0.0
88;2.873347498575467;1.2618433468342445;0.0;0.0
89;3.5336483663948384;1.5637858651432783;0.0;0.0
90;3.169253560622411;1.4650679620236693;0.0;0.0
