day;mean;standard_deviation;dematerialized_deaths;total_deaths
61;2.8449010876542133;0.43961241828722797;1.7148622999870355;2.0578347599844427
62;2.6853562582375963;0.4699057629315567;2.606590695980294;2.8809686639782197
63;2.6902427508639524;0.5780258135639693;2.469401711981331;2.6751851879797757
64;2.719374885696078;0.502222318125287;2.8809686639782197;2.9495631559777014
65;2.7293552144342987;0.4179870704186454;2.1950237439834055;2.537996203980813
66;2.7427596781016246;0.48408418671832587;2.537996203980813;2.9495631559777014
67;2.652945199749723;0.4342332525478287;1.783456791986517;1.9892402679849615
68;2.6906434081690174;0.4641915523442224;2.469401711981331;2.9495631559777014
69;2.671396073203519;0.45783197476358223;2.1950237439834055;2.40080721998185
70;2.703997946044725;0.5115486443955397;2.3322127279823683;2.606590695980294
71;2.6383823389055783;0.3971509937401129;2.0578347599844427;2.606590695980294
72;2.7278687880405346;0.5477054329661248;2.469401711981331;2.537996203980813
73;2.6465806018164586;0.4100615738708835;2.3322127279823683;2.469401711981331
74;2.7846672180358962;0.500497603240148;2.6751851879797757;2.743779679979257
75;2.7423078924826587;0.4842310216490972;1.8520512839859984;1.8520512839859984
76;2.6373406167363265;0.4954069405731462;2.469401711981331;2.6751851879797757
77;2.5772761844101035;0.4574088781969599;3.0181576479771826;0.0
78;2.679833922050691;0.45018167832236283;3.086752139976664;0.0
79;2.515008873335444;0.4837686406535262;2.6751851879797757;0.0
80;2.58850592017264;0.5110785371652097;2.6751851879797757;0.0
81;2.728887739207599;0.4470635812077305;0.0;0.0
82;2.4528532534402685;0.3551828394191558;0.0;0.0
83;2.557445601197063;0.4398648737434542;0.0;0.0
84;2.5974524436284674;0.35733238408109025;0.0;0.0
85;2.5095588151947053;0.5342232893619115;0.0;0.0
86;2.649866766381637;0.3724953399641677;0.0;0.0
87;2.6124186720323315;0.4020253769322924;0.0;0.0
88;2.6994313455840313;0.4203232311225809;0.0;0.0
89;2.6603206886331896;0.3631760025008484;0.0;0.0
90;2.556336297159552;0.39943445839375824;0.0;0.0
