day;mean;standard_deviation;dematerialized_deaths_2020;total_deaths_2020
61;3.0704152858210123;1.1945394082795415;2.333708671477996;3.500563007216994
62;3.308401236491435;1.2180779795519436;3.500563007216994;3.500563007216994
63;3.273666979839424;1.3634001024048326;1.750281503608497;1.750281503608497
64;3.663957888660355;1.2247942135991992;0.583427167869499;1.166854335738998
65;3.4378281578906025;1.0419567257849633;2.917135839347495;3.500563007216994
66;3.53103159431134;1.3239576515439637;1.750281503608497;2.333708671477996
67;2.888535956881274;0.9679911126773908;1.750281503608497;1.750281503608497
68;3.3679367090391588;1.315850885593396;1.166854335738998;1.166854335738998
69;3.404351780291306;1.4878527722566395;1.750281503608497;1.750281503608497
70;2.9828625548689827;1.1344148560171492;2.917135839347495;4.083990175086493
71;3.393754403880511;1.6811760601268901;2.917135839347495;4.083990175086493
72;2.8956168898196335;1.691874011070597;0.583427167869499;1.166854335738998
73;3.0226312911258413;1.2023922279682664;2.333708671477996;2.917135839347495
74;3.2349801517308703;1.5533854916510565;4.083990175086493;4.083990175086493
75;3.6918728850887486;1.6090677733123437;2.917135839347495;3.500563007216994
76;3.0617746910960104;1.4490997728409818;2.333708671477996;4.083990175086493
77;3.247874853318662;1.5278238189615547;2.333708671477996;0.0
78;3.036687557190293;1.360677926536388;1.750281503608497;0.0
79;2.324136195108071;1.0469728593367458;4.667417342955992;0.0
80;3.0363037785370603;1.636943587705942;4.667417342955992;0.0
81;3.1918334842719545;1.1550130689757951;0.0;0.0
82;3.52565201001736;1.2816204695325633;0.0;0.0
83;3.088126506630764;1.3804178467901527;0.0;0.0
84;3.537400803147747;1.4422797303310526;0.0;0.0
85;2.7903696278892562;1.5674760518175124;0.0;0.0
86;3.2227453902436185;1.5561781142608175;0.0;0.0
87;2.8510051478715313;1.65210454497697;0.0;0.0
88;3.1422938215283325;1.1943077977319647;0.0;0.0
89;3.245411218636154;1.5195299527874855;0.0;0.0
90;2.683127994068033;1.3483183202854776;0.0;0.0
