1;19001211;19711021;01
1;19050808;19710310;71
2;19080805;19710218;01
2;19130426;19710523;01
1;18940930;19710218;69
1;18990922;19710723;01
2;18940312;19710131;69
1;19000804;19710111;01
2;19000925;19710504;44
2;19001202;19711022;73
1;19010313;19710403;01
1;19010818;19710924;58
1;19010904;19710802;83
1;19020609;19711210;01
1;19021106;19710715;01
1;19040606;19711028;69
1;19050210;19710710;73
1;19050223;19710904;01
1;19050301;19710106;75
2;19080406;19711010;01
1;19090728;19711113;01
1;19110320;19710604;13
2;19120829;19710322;01
1;19121021;19710830;30
2;19150123;19710417;54
1;19201030;19711121;87
1;19300309;19710622;39
1;19400525;19710129;57
1;19411201;19710102;69
1;19470810;19710625;01
2;19640404;19710405;69
2;19671210;19710713;69
1;19700823;19710119;69
2;19710209;19710211;01
1;19710223;19710427;69
1;19710505;19710507;69
2;19710704;19711221;69
2;19710805;19710902;01
2;18911001;19710306;01
2;18920909;19711011;01
1;18930323;19710417;69
1;18930508;19710502;83
2;18930918;19710616;01
1;18931229;19710416;07
1;18960201;19711126;47
2;18960310;19710107;01
1;18960921;19710228;01
1;18980712;19710326;69
1;18981103;19711126;69
1;19021217;19711103;01
1;19041001;19710719;69
2;19070512;19710909;01
2;18910111;19710522;01
1;18990211;19710327;01
1;18990512;19710219;69
1;19000403;19711016;01
2;18921110;19710327;01
1;19000128;19710401;01
1;19090321;19710605;01
1;19141222;19710709;01
2;18920602;19710510;01
2;18920730;19710318;69
2;18950109;19710820;01
2;18961122;19711111;01
1;18970513;19711001;01
1;18970829;19710914;01
1;19200611;19710912;01
1;19271002;19710520;01
1;19060312;19710928;01
1;19000619;19710410;01
1;19100414;19710825;01
1;19190521;19710818;01
2;18910411;19710404;01
2;18910928;19711225;38
2;18960221;19710419;01
2;18961227;19710506;01
1;18980914;19710517;01
1;19040519;19710707;01
1;18940521;19710719;01
2;19031118;19710629;01
2;19041005;19710329;69
1;19070121;19710603;01
2;18920215;19710508;01
1;18920629;19710213;01
1;18970917;19710917;01
2;18980708;19710530;01
1;19010101;19711010;01
2;19021210;19710807;01
2;19201219;19710606;01
2;18940912;19710222;01
1;19000105;19710414;01
1;19071208;19710701;01
2;19140915;19710204;01
2;19160224;19710614;01
2;18920108;19710315;01
1;18940724;19710319;69
1;18940813;19710427;01
2;18950727;19711125;01
1;19011112;19711210;69
2;18940930;19711129;01
2;18970325;19711116;69
1;19011031;19711203;01
1;19020709;19710408;01
2;19070313;19711011;31
2;19130505;19711002;71
2;18931207;19710223;01
1;19000320;19710708;01
1;19191211;19711004;01
1;19210901;19711215;01
2;18960505;19710123;69
2;18970205;19711221;76
1;18981012;19710117;01
1;19001001;19710407;74
2;19020728;19710516;01
2;19040720;19711211;74
1;19170718;19710807;73
2;18920213;19710908;77
1;19110218;19710425;06
1;18930709;19710605;69
2;18990711;19710918;69
2;19120527;19710114;07
2;18940411;19711216;90
2;19120614;19710223;01
1;19180121;19710403;01
1;19000617;19711128;01
1;19010729;19710423;01
1;19011025;19710701;13
1;19020719;19710119;01
1;19031117;19711005;01
1;19050812;19710517;01
1;19080421;19710122;01
2;19160914;19710101;01
2;18910524;19711105;01
2;18920305;19710430;01
1;18921106;19710403;01
2;18950117;19710517;01
1;18950323;19710627;01
1;18950528;19710411;01
2;18981001;19711206;01
2;18990325;19710102;01
1;19010326;19710919;01
1;19020322;19711119;01
2;19050521;19710417;01
2;19071227;19711116;38
1;19081130;19710919;71
1;19090223;19710602;71
1;19110520;19710121;71
