1;19280925;20191216;01
1;19520222;20200107;01
2;19290412;20200109;01
2;19390612;20200116;01
1;19620219;20200116;01
2;19320721;20200110;01
1;19440112;20200103;01
2;19310823;20200112;01
2;19380326;20200124;01
2;19390603;20200118;01
2;19270426;20200105;01
1;19390411;20191230;01
2;19371223;20191230;01
1;19310515;20200112;01
1;19291207;20200125;01
1;19221030;20200105;01
2;19301223;20200127;01
2;19251230;20180509;01
2;19260725;20191227;01
1;19770921;20200101;01
2;19191000;20191216;01
1;19521228;20191218;01
1;19710303;20191216;01
1;19890520;20180811;01
1;19530621;20191221;01
2;19280123;20200114;01
2;19230417;20191226;01
1;19300703;20200105;01
2;19360621;20200109;01
1;19470411;20200107;01
2;19340205;20200106;01
2;19210312;20200111;01
2;19620228;20200102;01
2;19271215;20191226;01
2;19270602;20191219;01
2;19580323;20191213;01
1;19320711;20200102;01
2;19340212;20200126;01
2;19251213;20200127;01
2;19231212;20200126;01
2;19191025;20200111;01
1;19270107;20200115;01
1;19300714;20200111;01
2;19500907;20200110;01
1;19330801;20200115;01
1;19420807;20200116;01
1;19380910;20200120;01
1;19260731;20200121;01
2;19380507;20200120;01
1;19451210;20200123;01
2;19200723;20200124;01
2;19530703;20200117;01
2;19230526;20200118;01
2;19350629;20200110;01
2;19210519;20200102;01
1;19280428;20191227;01
1;19400130;20191230;01
2;19300314;20200111;01
1;19240410;20200110;01
2;19250902;20200112;01
2;19620809;20200106;01
1;19220830;20200103;01
2;19220418;20200104;01
1;19351021;20191221;01
2;19310125;20191222;01
1;19610623;20191203;01
2;19450617;20190420;01
2;19200112;20200106;01
1;19540117;20200106;01
2;19251212;20200107;01
1;19490720;20200107;01
1;19401209;20200108;01
2;19440712;20200109;01
2;19580222;20200108;01
2;19670403;20200108;01
2;19310902;20200110;01
1;19250823;20200110;01
1;19451103;20200112;01
1;19500216;20200110;01
1;19331006;20200113;01
1;19421024;20200111;01
1;19410915;20200113;01
1;19260718;20200114;01
2;19360919;20200115;01
2;19270730;20191217;01
2;19290225;20191219;01
1;19390000;20180325;01
2;19250518;20191229;01
2;19220928;20200101;01
2;19240405;20191230;01
1;19650412;20200102;01
1;19380331;20200105;01
1;19540617;20200106;01
2;19520918;20200103;01
